epoch,accuracy,loss,val_accuracy,val_loss
0,0.39814814925193787,1.4358831644058228,NA,NA
1,0.7407407164573669,0.6538742780685425,NA,NA
2,0.8611111044883728,0.3318164646625519,NA,NA
3,0.9166666865348816,0.15840883553028107,NA,NA
4,0.9907407164573669,0.07599566876888275,NA,NA
5,1.0,0.044877294450998306,NA,NA
6,1.0,0.03064420074224472,NA,NA
7,1.0,0.022559646517038345,NA,NA
8,1.0,0.017597299069166183,NA,NA
9,1.0,0.01410609856247902,NA,NA
